/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
/Users/thomasleroy/Documents/1_Data_Eng_OClassrooms/projet_12_dbt_sport/cron/daily_pipeline.sh: line 7: docker: command not found
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
elt_dbt                  | [0m12:50:05  29 of 30 START test not_null_gold_rh_info_id_salarie ........................... [RUN]
elt_dbt                  | [0m12:50:05  29 of 30 PASS not_null_gold_rh_info_id_salarie ................................. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:50:05  30 of 30 START test unique_gold_rh_info_id_salarie ............................. [RUN]
elt_dbt                  | [0m12:50:05  30 of 30 PASS unique_gold_rh_info_id_salarie ................................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:50:05  
elt_dbt                  | [0m12:50:05  Finished running 22 tests, 5 table models, 3 incremental models in 0 hours 0 minutes and 0.82 seconds (0.82s).
elt_dbt                  | [0m12:50:05  
elt_dbt                  | [0m12:50:05  [32mCompleted successfully[0m
elt_dbt                  | [0m12:50:05  
elt_dbt                  | [0m12:50:05  Done. PASS=30 WARN=0 ERROR=0 SKIP=0 TOTAL=30
[Kelt_dbt exited with code 0
slack_sender             | Démarrage du producteur d'activités sportives...
slack_sender             | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
slack_sender             | (36981, datetime.date(2026, 2, 15), 'Natation', 15540, datetime.datetime(2026, 2, 16, 12, 50, 5, 684971, tzinfo=datetime.timezone.utc))
slack_sender             | Connexion fermée.
slack_sender             | row 0 : 36981
slack_sender             | row 1 : 2026-02-15
slack_sender             | row 2 : Natation
slack_sender             | row 3 : 15540
slack_sender             | row 4 : 2026-02-16 12:50:05.684971+00:00
slack_sender             | row 5 : N/A
slack_sender             | row 6 : N/A
slack_sender             | row 7 : N/A
slack_sender             | row 8 : N/A
slack_sender             | row 9 : N/A
[Kslack_sender exited with code 0
Mon Feb 16 13:50:07 CET 2026: Daily pipeline execution completed
 Container producer_history_strava  Recreate
 Container producer_history_strava  Recreated
 Container elt_dbt  Recreate
 Container elt_dbt  Recreated
 Container slack_sender  Recreate
 Container slack_sender  Recreated
Attaching to elt_dbt, producer_history_strava, slack_sender
producer_history_strava  | Démarrage du producteur d'activités sportives...
producer_history_strava  | Connecté à la base de données sport_activities_db sur postgres:5432 en tant qu'utilisateur postgresuser.
producer_history_strava  | ✓ Table sport_enterprise existe et contient 161 lignes.
producer_history_strava  | ✓ Table RH_info existe et contient 161 lignes.
producer_history_strava  | Toutes les distances sont déjà calculées.
producer_history_strava  | Generated activity for employee 17757: Badminton from 2026-01-14 04:15:00 to 2026-01-14 07:15:00 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 42960: Runing from 2026-01-18 08:43:00 to 2026-01-18 11:43:00 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 78962: Boxe from 2026-02-08 16:16:42 to 2026-02-08 19:16:42 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 18918: Tennis from 2026-01-26 14:30:27 to 2026-01-26 17:30:27 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 17036: Escalade from 2026-01-27 11:23:45 to 2026-01-27 12:23:45 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 90284: Randonnée from 2026-01-09 08:22:14 to 2026-01-09 09:22:14 with distance 14066m and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 37830: Randonnée from 2026-02-03 23:09:59 to 2026-02-04 01:09:59 with distance 2312m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-01-07 13:30:58 to 2026-01-07 14:30:58 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 96558: Triathlon from 2026-01-18 16:06:18 to 2026-01-18 17:06:18 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 97309: Tennis from 2026-01-30 01:15:32 to 2026-01-30 02:15:32 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 36827: Tennis from 2026-02-09 19:21:55 to 2026-02-09 20:21:55 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-01-24 20:57:08 to 2026-01-24 21:57:08 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 35731: Rugby from 2026-01-23 10:59:17 to 2026-01-23 13:59:17 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 91916: Rugby from 2026-01-18 02:44:56 to 2026-01-18 04:44:56 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 96558: Triathlon from 2026-02-01 16:52:57 to 2026-02-01 17:52:57 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 56632: Voile from 2026-01-11 19:43:18 to 2026-01-11 22:43:18 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-01-14 21:39:10 to 2026-01-14 23:39:10 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 89943: Randonnée from 2026-01-24 04:54:11 to 2026-01-24 05:54:11 with distance 2896m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 27483: Badminton from 2026-01-02 07:23:20 to 2026-01-02 08:23:20 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 18918: Tennis from 2026-01-18 20:41:29 to 2026-01-18 21:41:29 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 53673: Voile from 2026-01-03 00:56:17 to 2026-01-03 01:56:17 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 17997: Tennis de table from 2026-01-06 12:49:06 to 2026-01-06 13:49:06 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 78962: Boxe from 2026-01-27 04:09:07 to 2026-01-27 05:09:07 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 44472: Football from 2026-01-16 02:33:46 to 2026-01-16 03:33:46 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 25701: Runing from 2026-01-04 06:11:30 to 2026-01-04 09:11:30 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 73367: Boxe from 2026-01-02 14:40:38 to 2026-01-02 15:40:38 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 18941: Runing from 2026-01-18 00:43:50 to 2026-01-18 01:43:50 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-02-11 06:23:40 to 2026-02-11 08:23:40 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 23842: Voile from 2026-01-11 07:25:33 to 2026-01-11 09:25:33 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 53673: Voile from 2026-01-20 01:12:27 to 2026-01-20 04:12:27 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 86948: Tennis from 2026-01-23 09:55:42 to 2026-01-23 11:55:42 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 49804: Runing from 2026-01-26 11:11:29 to 2026-01-26 14:11:29 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 53673: Voile from 2026-01-13 06:45:49 to 2026-01-13 08:45:49 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 91916: Rugby from 2026-02-13 15:35:03 to 2026-02-13 18:35:03 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-01-16 12:33:21 to 2026-01-16 14:33:21 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 86486: Judo from 2026-01-15 22:26:11 to 2026-01-15 23:26:11 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 56482: Tennis from 2026-01-06 21:58:40 to 2026-01-06 22:58:40 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 71190: Badminton from 2026-02-11 18:59:44 to 2026-02-11 21:59:44 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 50309: Runing from 2026-01-21 01:16:41 to 2026-01-21 03:16:41 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 78962: Boxe from 2026-01-29 06:15:57 to 2026-01-29 07:15:57 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 50504: Escalade from 2026-01-29 13:38:52 to 2026-01-29 16:38:52 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 34678: Randonnée from 2026-02-12 15:47:43 to 2026-02-12 18:47:43 with distance 11754m and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 86486: Judo from 2026-02-07 00:15:45 to 2026-02-07 01:15:45 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-01-05 08:44:57 to 2026-01-05 11:44:57 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 20157: Basketball from 2026-01-15 23:40:24 to 2026-01-16 02:40:24 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 57589: Runing from 2026-01-19 09:42:23 to 2026-01-19 11:42:23 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 50504: Escalade from 2026-02-07 00:45:21 to 2026-02-07 01:45:21 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 43124: Équitation from 2026-01-21 20:36:06 to 2026-01-21 21:36:06 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 20697: Randonnée from 2026-01-17 13:23:12 to 2026-01-17 14:23:12 with distance 12784m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 19260: Runing from 2026-02-12 08:36:29 to 2026-02-12 11:36:29 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 46903: Escalade from 2026-01-04 09:55:16 to 2026-01-04 10:55:16 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 44927: Randonnée from 2026-01-16 06:15:51 to 2026-01-16 08:15:51 with distance 10676m and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-01-22 05:48:01 to 2026-01-22 06:48:01 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 93699: Runing from 2026-01-02 03:03:30 to 2026-01-02 05:03:30 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-02-08 13:22:56 to 2026-02-08 14:22:56 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 89328: Tennis de table from 2026-01-15 14:22:13 to 2026-01-15 15:22:13 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 92368: Runing from 2026-01-13 20:18:15 to 2026-01-13 21:18:15 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 86486: Judo from 2026-01-02 11:49:47 to 2026-01-02 13:49:47 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 17036: Escalade from 2026-01-30 10:42:40 to 2026-01-30 13:42:40 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 49419: Natation from 2026-01-03 13:35:07 to 2026-01-03 14:35:07 with distance 13984m and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 86633: Runing from 2026-01-10 12:57:14 to 2026-01-10 14:57:14 with distance Nonem and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 56482: Tennis from 2026-01-20 06:58:32 to 2026-01-20 08:58:32 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 18918: Tennis from 2026-01-19 14:52:56 to 2026-01-19 17:52:56 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 99401: Runing from 2026-01-23 16:47:58 to 2026-01-23 19:47:58 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 56263: Boxe from 2026-01-29 22:23:01 to 2026-01-30 01:23:01 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 92440: Triathlon from 2026-01-16 10:11:05 to 2026-01-16 11:11:05 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 20157: Basketball from 2026-01-10 11:56:22 to 2026-01-10 12:56:22 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 22426: Voile from 2026-01-08 18:38:31 to 2026-01-08 19:38:31 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 86948: Tennis from 2026-02-08 18:46:04 to 2026-02-08 21:46:04 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 89943: Randonnée from 2026-01-28 12:57:26 to 2026-01-28 13:57:26 with distance 6485m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 78962: Boxe from 2026-01-19 03:14:51 to 2026-01-19 05:14:51 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 90813: Natation from 2026-01-03 08:58:56 to 2026-01-03 10:58:56 with distance 10305m and comments 'Score: 3/10'
producer_history_strava  | Generated activity for employee 27069: Runing from 2026-02-06 23:19:34 to 2026-02-07 00:19:34 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 36827: Tennis from 2026-02-05 16:37:59 to 2026-02-05 19:37:59 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 76076: Football from 2026-02-12 15:30:53 to 2026-02-12 18:30:53 with distance Nonem and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 81676: Tennis from 2026-01-06 20:16:23 to 2026-01-06 23:16:23 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 90284: Randonnée from 2026-01-18 11:00:15 to 2026-01-18 14:00:15 with distance 6686m and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 66882: Judo from 2026-01-11 04:27:05 to 2026-01-11 07:27:05 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 41293: Randonnée from 2026-01-15 06:39:03 to 2026-01-15 07:39:03 with distance 11381m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 42960: Runing from 2026-02-02 08:21:28 to 2026-02-02 10:21:28 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 96558: Triathlon from 2026-01-17 17:04:07 to 2026-01-17 18:04:07 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 70933: Tennis from 2026-01-07 03:19:11 to 2026-01-07 06:19:11 with distance Nonem and comments 'Score: 0/10'
producer_history_strava  | Generated activity for employee 35731: Rugby from 2026-02-06 13:54:24 to 2026-02-06 14:54:24 with distance Nonem and comments 'Score: 6/10'
producer_history_strava  | Generated activity for employee 20697: Randonnée from 2026-01-03 18:08:13 to 2026-01-03 19:08:13 with distance 4827m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 46903: Escalade from 2026-01-07 15:02:16 to 2026-01-07 18:02:16 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 67121: Rugby from 2026-01-23 01:11:07 to 2026-01-23 02:11:07 with distance Nonem and comments 'Score: 9/10'
producer_history_strava  | Generated activity for employee 70933: Tennis from 2026-01-01 09:27:58 to 2026-01-01 12:27:58 with distance Nonem and comments 'Score: 2/10'
producer_history_strava  | Generated activity for employee 90813: Natation from 2026-01-16 03:30:00 to 2026-01-16 05:30:00 with distance 14584m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 75791: Runing from 2026-01-17 19:17:55 to 2026-01-17 21:17:55 with distance Nonem and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 37866: Natation from 2026-02-09 04:17:20 to 2026-02-09 07:17:20 with distance 4381m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 36981: Natation from 2026-01-24 12:32:45 to 2026-01-24 14:32:45 with distance 17433m and comments 'Score: 5/10'
producer_history_strava  | Generated activity for employee 53673: Voile from 2026-01-04 18:31:36 to 2026-01-04 20:31:36 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 42960: Runing from 2026-02-13 16:49:02 to 2026-02-13 17:49:02 with distance Nonem and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 45221: Randonnée from 2026-02-15 12:48:14 to 2026-02-15 13:48:14 with distance 17787m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 50866: Randonnée from 2026-02-05 03:11:18 to 2026-02-05 05:11:18 with distance 14862m and comments 'Score: 7/10'
producer_history_strava  | Generated activity for employee 76903: Basketball from 2026-01-20 14:20:20 to 2026-01-20 16:20:20 with distance Nonem and comments 'Score: 4/10'
producer_history_strava  | Generated activity for employee 46903: Escalade from 2026-01-14 07:22:37 to 2026-01-14 10:22:37 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Generated activity for employee 37866: Natation from 2026-01-29 14:15:52 to 2026-01-29 16:15:52 with distance 18908m and comments 'Score: 1/10'
producer_history_strava  | Generated activity for employee 53673: Voile from 2026-01-06 12:05:21 to 2026-01-06 14:05:21 with distance Nonem and comments 'Score: 8/10'
producer_history_strava  | Generated activity for employee 50955: Rugby from 2026-02-10 15:02:00 to 2026-02-10 18:02:00 with distance Nonem and comments 'Score: 10/10'
producer_history_strava  | Connexion fermée.
[Kproducer_history_strava exited with code 0
[31m[1mAborting on container exit...[0m
 Container slack_sender  Stopping
 Container slack_sender  Stopped
 Container elt_dbt  Stopping
 Container elt_dbt  Stopped
 Container producer_history_strava  Stopping
 Container producer_history_strava  Stopped
elt_dbt                  | [0m12:55:03  Running with dbt=1.7.4
elt_dbt                  | [0m12:55:03  dbt version: 1.7.4
elt_dbt                  | [0m12:55:03  python version: 3.10.19
elt_dbt                  | [0m12:55:03  python path: /usr/local/bin/python3.10
elt_dbt                  | [0m12:55:03  os info: Linux-6.10.14-linuxkit-aarch64-with-glibc2.41
elt_dbt                  | [0m12:55:03  Using profiles dir at /app/profiles
elt_dbt                  | [0m12:55:03  Using profiles.yml file at /app/profiles/profiles.yml
elt_dbt                  | [0m12:55:03  Using dbt_project.yml file at /app/dbt_project.yml
elt_dbt                  | [0m12:55:03  adapter type: postgres
elt_dbt                  | [0m12:55:03  adapter version: 1.7.4
elt_dbt                  | [0m12:55:03  Configuration:
elt_dbt                  | [0m12:55:03    profiles.yml file [[32mOK found and valid[0m]
elt_dbt                  | [0m12:55:03    dbt_project.yml file [[32mOK found and valid[0m]
elt_dbt                  | [0m12:55:03  Required dependencies:
elt_dbt                  | [0m12:55:03   - git [[32mOK found[0m]
elt_dbt                  | 
elt_dbt                  | [0m12:55:03  Connection:
elt_dbt                  | [0m12:55:03    host: postgres
elt_dbt                  | [0m12:55:03    port: 5432
elt_dbt                  | [0m12:55:03    user: postgresuser
elt_dbt                  | [0m12:55:03    database: sport_activities_db
elt_dbt                  | [0m12:55:03    schema: public
elt_dbt                  | [0m12:55:03    connect_timeout: 10
elt_dbt                  | [0m12:55:03    role: None
elt_dbt                  | [0m12:55:03    search_path: None
elt_dbt                  | [0m12:55:03    keepalives_idle: 0
elt_dbt                  | [0m12:55:03    sslmode: None
elt_dbt                  | [0m12:55:03    sslcert: None
elt_dbt                  | [0m12:55:03    sslkey: None
elt_dbt                  | [0m12:55:03    sslrootcert: None
elt_dbt                  | [0m12:55:03    application_name: dbt
elt_dbt                  | [0m12:55:03    retries: 1
elt_dbt                  | [0m12:55:03  Registered adapter: postgres=1.7.4
elt_dbt                  | [0m12:55:03    Connection test: [[32mOK connection ok[0m]
elt_dbt                  | 
elt_dbt                  | [0m12:55:03  [32mAll checks passed![0m
elt_dbt                  | [0m12:55:04  Running with dbt=1.7.4
elt_dbt                  | [0m12:55:05  Registered adapter: postgres=1.7.4
elt_dbt                  | [0m12:55:05  Found 22 tests, 8 models, 3 sources, 0 exposures, 0 metrics, 401 macros, 0 groups, 0 semantic models
elt_dbt                  | [0m12:55:05  
elt_dbt                  | [0m12:55:05  Concurrency: 1 threads (target='dev')
elt_dbt                  | [0m12:55:05  
elt_dbt                  | [0m12:55:05  1 of 30 START test source_accepted_values_raw_data_rh_info_type_contrat__CDI__CDD  [RUN]
elt_dbt                  | [0m12:55:05  1 of 30 PASS source_accepted_values_raw_data_rh_info_type_contrat__CDI__CDD .... [[32mPASS[0m in 0.03s]
elt_dbt                  | [0m12:55:05  2 of 30 START test source_not_null_raw_data_rh_info_adresse_domicile ........... [RUN]
elt_dbt                  | [0m12:55:05  2 of 30 PASS source_not_null_raw_data_rh_info_adresse_domicile ................. [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  3 of 30 START test source_not_null_raw_data_rh_info_bu_salarie ................. [RUN]
elt_dbt                  | [0m12:55:05  3 of 30 PASS source_not_null_raw_data_rh_info_bu_salarie ....................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  4 of 30 START test source_not_null_raw_data_rh_info_distance_to_office_km ...... [RUN]
elt_dbt                  | [0m12:55:05  4 of 30 PASS source_not_null_raw_data_rh_info_distance_to_office_km ............ [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  5 of 30 START test source_not_null_raw_data_rh_info_id_salarie ................. [RUN]
elt_dbt                  | [0m12:55:05  5 of 30 PASS source_not_null_raw_data_rh_info_id_salarie ....................... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  6 of 30 START test source_not_null_raw_data_rh_info_jours_cp ................... [RUN]
elt_dbt                  | [0m12:55:05  6 of 30 PASS source_not_null_raw_data_rh_info_jours_cp ......................... [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  7 of 30 START test source_not_null_raw_data_rh_info_moyen_de_deplacement ....... [RUN]
elt_dbt                  | [0m12:55:05  7 of 30 PASS source_not_null_raw_data_rh_info_moyen_de_deplacement ............. [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  8 of 30 START test source_not_null_raw_data_rh_info_salaire_brut ............... [RUN]
elt_dbt                  | [0m12:55:05  8 of 30 PASS source_not_null_raw_data_rh_info_salaire_brut ..................... [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  9 of 30 START test source_not_null_raw_data_rh_info_type_contrat ............... [RUN]
elt_dbt                  | [0m12:55:05  9 of 30 PASS source_not_null_raw_data_rh_info_type_contrat ..................... [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  10 of 30 START test source_not_null_raw_data_sport_activities_history_date_end . [RUN]
elt_dbt                  | [0m12:55:05  10 of 30 PASS source_not_null_raw_data_sport_activities_history_date_end ....... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  11 of 30 START test source_not_null_raw_data_sport_activities_history_date_start  [RUN]
elt_dbt                  | [0m12:55:05  11 of 30 PASS source_not_null_raw_data_sport_activities_history_date_start ..... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  12 of 30 START test source_not_null_raw_data_sport_activities_history_id_activity  [RUN]
elt_dbt                  | [0m12:55:05  12 of 30 PASS source_not_null_raw_data_sport_activities_history_id_activity .... [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  13 of 30 START test source_not_null_raw_data_sport_activities_history_id_salarie  [RUN]
elt_dbt                  | [0m12:55:05  13 of 30 PASS source_not_null_raw_data_sport_activities_history_id_salarie ..... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  14 of 30 START test source_not_null_raw_data_sport_activities_history_type_activity  [RUN]
elt_dbt                  | [0m12:55:05  14 of 30 PASS source_not_null_raw_data_sport_activities_history_type_activity .. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  15 of 30 START test source_not_null_raw_data_sport_enterprise_id_duo ........... [RUN]
elt_dbt                  | [0m12:55:05  15 of 30 PASS source_not_null_raw_data_sport_enterprise_id_duo ................. [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  16 of 30 START test source_not_null_raw_data_sport_enterprise_id_salarie ....... [RUN]
elt_dbt                  | [0m12:55:05  16 of 30 PASS source_not_null_raw_data_sport_enterprise_id_salarie ............. [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  17 of 30 START test source_not_null_raw_data_sport_enterprise_type_activity .... [RUN]
elt_dbt                  | [0m12:55:05  17 of 30 PASS source_not_null_raw_data_sport_enterprise_type_activity .......... [[32mPASS[0m in 0.01s]
elt_dbt                  | [0m12:55:05  18 of 30 START test source_unique_raw_data_rh_info_id_salarie .................. [RUN]
elt_dbt                  | [0m12:55:05  18 of 30 PASS source_unique_raw_data_rh_info_id_salarie ........................ [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  19 of 30 START test source_unique_raw_data_sport_activities_history_id_activity  [RUN]
elt_dbt                  | [0m12:55:05  19 of 30 PASS source_unique_raw_data_sport_activities_history_id_activity ...... [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  20 of 30 START test source_unique_raw_data_sport_enterprise_id_duo ............. [RUN]
elt_dbt                  | [0m12:55:05  20 of 30 PASS source_unique_raw_data_sport_enterprise_id_duo ................... [[32mPASS[0m in 0.02s]
elt_dbt                  | [0m12:55:05  21 of 30 START sql table model public_silver.silver_rh_info .................... [RUN]
elt_dbt                  | [0m12:55:05  21 of 30 OK created sql table model public_silver.silver_rh_info ............... [[32mSELECT 161[0m in 0.07s]
elt_dbt                  | [0m12:55:05  22 of 30 START sql incremental model public_silver.silver_sport_activities_history  [RUN]
elt_dbt                  | [0m12:55:05  22 of 30 OK created sql incremental model public_silver.silver_sport_activities_history  [[32mINSERT 0 1[0m in 0.07s]
elt_dbt                  | [0m12:55:05  23 of 30 START sql table model public_silver.silver_sport_enterprise ........... [RUN]
elt_dbt                  | [0m12:55:05  23 of 30 OK created sql table model public_silver.silver_sport_enterprise ...... [[32mSELECT 95[0m in 0.03s]
elt_dbt                  | [0m12:55:05  24 of 30 START sql table model public_gold.gold_incorrect_moyen_deplacement .... [RUN]
elt_dbt                  | [0m12:55:05  24 of 30 OK created sql table model public_gold.gold_incorrect_moyen_deplacement  [[32mSELECT 37[0m in 0.03s]
elt_dbt                  | [0m12:55:05  25 of 30 START sql table model public_gold.gold_potential_moyen_deplac_bonus ... [RUN]
elt_dbt                  | [0m12:55:05  25 of 30 OK created sql table model public_gold.gold_potential_moyen_deplac_bonus  [[32mSELECT 43[0m in 0.03s]
elt_dbt                  | [0m12:55:05  26 of 30 START sql table model public_gold.gold_rh_info ........................ [RUN]
elt_dbt                  | [0m12:55:05  26 of 30 OK created sql table model public_gold.gold_rh_info ................... [[32mSELECT 31[0m in 0.03s]
elt_dbt                  | [0m12:55:05  27 of 30 START sql incremental model public_gold.gold_slack_message_activities . [RUN]
elt_dbt                  | [0m12:55:05  27 of 30 OK created sql incremental model public_gold.gold_slack_message_activities  [[32mINSERT 0 2[0m in 0.03s]
elt_dbt                  | [0m12:55:05  28 of 30 START sql incremental model public_gold.gold_sport_activities_history . [RUN]
elt_dbt                  | [0m12:55:05  28 of 30 OK created sql incremental model public_gold.gold_sport_activities_history  [[32mINSERT 0 1[0m in 0.03s]
